"ABRE";"DENOMINATIONS.SANS.AUTEUR";"FAMILLE";"GENRE";"ESPECE";"CodeValid";"CodeValidAnormale"
"AZAQ";"Azpeitia antiqua";"CE";"AZPEITIA";"Azpeitia antiqua";"AZAQ";"AZAQ"
"AZBA";"Azpeitia barronii";"CE";"AZPEITIA";"Azpeitia barronii";"AZBA";"AZBA"
"AZBI";"Azpeitia biannulata";"CE";"AZPEITIA";"Azpeitia biannulata";"AZBI";"AZBI"
"AZBR";"Azpeitia biradiata";"CE";"AZPEITIA";"Azpeitia biradiata";"AZBR";"AZBR"
"AZCR";"Azpeitia crenuloides";"CE";"AZPEITIA";"Azpeitia crenuloides";"AZCR";"AZCR"
"AZEG";"Azpeitia elegantula";"CE";"AZPEITIA";"Azpeitia elegantula";"AZEG";"AZEG"
"AZEN";"Azpeitia endoi";"CE";"AZPEITIA";"Azpeitia endoi";"AZEN";"AZEN"
"AZGR";"Azpeitia grovei";"CE";"AZPEITIA";"Azpeitia grovei";"AZGR";"AZGR"
"AZNE";"Azpeitia neocrenulata";"CE";"AZPEITIA";"Azpeitia neocrenulata";"AZNE";"AZNE"
"AZNO";"Azpeitia nodulifer";"CE";"AZPEITIA";"Azpeitia nodulifer";"AZNO";"AZNO"
"AZNC";"Azpeitia nodulifera f. cyclopus";"CE";"AZPEITIA";"Azpeitia nodulifera";"AZNC";"AZNC"
"ANVA";"Azpeitia nodulifera f. variantia";"CE";"AZPEITIA";"Azpeitia nodulifera";"ANVA";"ANVA"
"AZOL";"Azpeitia oligocenica";"CE";"AZPEITIA";"Azpeitia oligocenica";"AZOL";"AZOL"
"AZPR";"Azpeitia praenodulifera";"CE";"AZPEITIA";"Azpeitia praenodulifera";"AZPR";"AZPR"
"AZSA";"Azpeitia salisburyana";"CE";"AZPEITIA";"Azpeitia salisburyana";"AZSA";"AZSA"
"AZTA";"Azpeitia tabularis";"CE";"AZPEITIA";"Azpeitia tabularis";"AZTA";"AZTA"
"AZTU";"Azpeitia tuberculata";"CE";"AZPEITIA";"Azpeitia tuberculata";"AZTU";"AZTU"
"ATAT";"Azpeitia tuberculata var. atlantica";"CE";"AZPEITIA";"Azpeitia tuberculata";"ATAT";"ATAT"
"AZVE";"Azpeitia verruculosa";"CE";"AZPEITIA";"Azpeitia verruculosa";"AZVE";"AZVE"
"AZVT";"Azpeitia vetustissima";"CE";"AZPEITIA";"Azpeitia vetustissima";"AZVT";"AZVT"
"AZVV";"Azpeitia vetustissima var. voluta";"CE";"AZPEITIA";"Azpeitia vetustissima";"AZVV";"AZVV"
"AZVO";"Azpeitia voluta";"CE";"AZPEITIA";"Azpeitia voluta";"AZVV";"AZVV"
"AZMO";"Azpeitiopsis morenoensis";"CE";"AZPEITIOPSIS";"Azpeitiopsis morenoensis";"AZMO";"AZMO"
"BAMP";"Bacillaria amphibia";"NI";"BACILLARIA";"Bacillaria amphibia";"NAMP";"NAMP"
"BAMF";"Bacillaria amphibia var. frauenfeldii";"NI";"BACILLARIA";"Bacillaria amphibia";"NAFR";"NAFR"
"BKUS";"Bacillaria kuseliae";"NI";"BACILLARIA";"Bacillaria kuseliae";"BKUS";"BKUS"
"BOTU";"Bacillaria obtusa";"NI";"BACILLARIA";"Bacillaria obtusa";"NOBT";"NOBT"
"BPAR";"Bacillaria paradoxa";"NI";"BACILLARIA";"Bacillaria paradoxa";"BPAX";"BPAX"
"BPTU";"Bacillaria paxillifera var. tumidula";"NI";"BACILLARIA";"Bacillaria paxillifera";"BPTU";"BPTU"
"BPAX";"Bacillaria paxillifera";"NI";"BACILLARIA";"Bacillaria paxillifera";"BPAX";"BPAX"
"BPXF";"Bacillaria paxillifera var. paxillifera";"NI";"BACILLARIA";"Bacillaria paxillifera";"BPAX";"BPAX"
"BPCZ";"Bacillaria paxillifera var. czarneckii";"NI";"BACILLARIA";"Bacillaria paxillifera";"BPCZ";"BPCZ"
"BPAT";"Bacillaria paxillifera var. paxillifera f. anormale";"NI";"BACILLARIA";"Bacillaria paxillifera";"BPAT";"DEFO"
"BASI";"Bacillaria sinuata";"NI";"BACILLARIA";"Bacillaria sinuata";"NSIN";"NSIN"
"BSOC";"Bacillaria socialis";"NI";"BACILLARIA";"Bacillaria socialis";"BSOC";"BSOC"
"BACS";"Bacillaria sp.";"NI";"BACILLARIA";"Bacillaria sp.";"BREB";"BREB"
"BASP";"Bacillaria spectabilis";"NI";"BACILLARIA";"Bacillaria spectabilis";"HSPE";"HSPE"
"BASU";"Bacillaria subtilis";"NI";"BACILLARIA";"Bacillaria subtilis";"NISU";"NISU"
"BUMI";"Bacillaria urve-millerae";"NI";"BACILLARIA";"Bacillaria urve-millerae";"BUMI";"BUMI"
"BVER";"Bacillaria vermicularis";"NI";"BACILLARIA";"Bacillaria vermicularis";"NVER";"NVER"
"BVIR";"Bacillaria viridis";"NI";"BACILLARIA";"Bacillaria viridis";"PVIR";"PVIR"
"BBIC";"Bacteriastrum biconicum";"CE";"BACTERIASTRUM";"Bacteriastrum biconicum";"BBIC";"BBIC"
"BDLC";"Bacteriastrum delicatulum";"CE";"BACTERIASTRUM";"Bacteriastrum delicatulum";"BDLC";"BDLC"
"BFUR";"Bacteriastrum furcatum";"CE";"BACTERIASTRUM";"Bacteriastrum furcatum";"BFUR";"BFUR"
"BHYL";"Bacteriastrum hyalinum";"CE";"BACTERIASTRUM";"Bacteriastrum hyalinum";"BHYL";"BHYL"
"BPRL";"Bacteriastrum parallelum";"CE";"BACTERIASTRUM";"Bacteriastrum parallelum";"BPRL";"BPRL"
